"","Checking or savings account","Credit card or prepaid card","Credit reporting, credit repair services, or other personal consumer reports","Debt collection","Money transfer, virtual currency, or money service","Mortgage","Payday loan, title loan, or personal loan","Student loan","Vehicle loan or lease"
"wharfage",0,0,0,0,0,4,0,0,0
"whas",1,0,0,0,0,0,0,0,0
"whatbtheybhave",0,0,0,0,0,1,0,0,0
"whatcovered",0,1,0,0,0,0,0,0,0
"whateva",1,0,0,0,0,0,0,0,0
"whatever",120,177,500,190,44,187,31,27,41
"whatifoundisthatthisofficeconsistentlyhadmultipleviolatesofthefairdebtcollectionspracticesact",0,0,0,1,0,0,0,0,0
"whatmonth",0,0,0,0,0,1,0,0,0
"whatnot",0,1,0,1,0,0,0,0,0
"whatsis",0,0,3,0,0,0,0,0,0
"whatso",0,0,2,0,0,0,0,0,0
"whatsoever",97,97,237,139,38,84,17,18,31
"whatsover",1,1,4,0,1,0,1,0,0
"whatsovever",0,0,0,0,0,1,0,0,0
"whatthecrasmusthaveistheoriginalsigneddocumentfromwheniopenedthebusinessaccountthatispostedonmycreditreport",0,0,1,0,0,0,0,0,0
"whch",0,0,0,1,0,0,0,0,0
"whcih",1,0,3,2,0,0,0,0,0
"whe",2,1,5,0,1,1,0,0,0
"whearabouts",0,0,0,1,0,0,0,0,0
"wheat",0,1,5,14,0,1,0,0,0
"whee",0,0,1,0,0,0,0,0,0
"wheee",0,0,0,1,0,0,0,0,0
"wheel",6,28,5,5,2,5,3,0,28
"wheelchair",1,2,4,0,0,0,0,0,0
"wheeler",0,0,19,12,0,0,0,0,1
"wheelset",0,1,0,0,0,0,0,0,0
"wheinberg",0,0,0,2,0,0,0,0,0
"whelm",0,1,2,0,0,0,0,0,0
"when",0,0,0,1,0,0,0,0,0
"whence",0,0,0,1,0,0,0,0,0
"whenerver",1,0,0,0,0,0,0,0,0
"whenever",58,54,108,51,38,43,12,17,13
"wheni",1,2,0,0,0,2,0,0,0
"whenll",0,1,0,0,0,0,0,0,0
"whenn",0,0,0,0,0,1,0,0,0
"whenrever",0,1,0,0,0,0,0,0,0
"whent",0,0,1,1,0,3,0,0,0
"whenthe",0,0,0,0,0,0,0,1,0
"whenu",0,0,0,0,1,0,0,0,0
"wheover",0,0,1,0,0,0,0,0,0
"wher",0,0,0,0,0,0,0,1,0
"wherabouts",1,1,0,0,0,0,0,0,0
"whereabout",1,0,0,0,0,0,1,0,0
"whereabouts",16,16,11,10,3,11,2,1,2
"wherears",0,0,0,1,0,0,0,0,0
"whereas",12,37,318,40,4,41,4,6,13
"whereby",17,10,30,7,0,21,5,2,9
"wherefore",0,1,11,2,0,2,0,0,0
"wherehouse",0,1,0,0,0,0,0,0,0
"wherei",0,0,3,0,0,0,0,0,0
"wherein",12,12,47,118,2,27,1,1,4
"whereof",1,0,0,0,0,2,1,0,1
"wheresmyeconomicassistance",0,0,0,0,0,0,0,0,1
"whereupon",3,1,4,3,0,5,0,0,1
"wherever",4,2,1,2,6,2,2,1,3
"wherewithal",1,1,3,0,0,2,0,0,1
"wherewithall",0,0,0,0,0,1,0,0,0
"whet",0,0,1,0,0,0,0,0,0
"whete",1,0,0,0,0,0,0,0,0
"whether",217,288,1372,523,47,269,42,54,44
"whetherit",0,19,0,102,0,0,4,0,1
"whetheror",0,0,0,0,0,1,0,0,0
"whey",1,5,0,1,1,1,0,0,0
"whhc",0,0,0,0,0,1,0,0,0
"whi",0,0,9,0,0,1,0,0,0
"whic",0,0,1,3,0,2,0,1,0
"whicharetheresult",0,0,2,0,0,0,0,0,0
"whichcannotbevalidated",0,0,0,1,0,0,0,0,0
"whichever",4,9,42,7,2,14,1,1,4
"whichevers",0,0,0,0,0,1,0,0,0
"whichi",0,0,0,0,0,1,0,0,0
"whichididinlessthan",0,1,0,0,0,0,0,0,0
"whichis",0,0,0,0,0,1,0,0,0
"whichoall",0,0,0,0,0,0,0,0,1
"whichof",0,0,0,0,0,0,0,1,0
"whichwould",0,1,0,0,0,0,0,0,0
"whichxx",1,0,0,0,0,0,0,0,0
"whicjywas",0,0,0,1,0,0,0,0,0
"whick",0,0,0,0,0,1,0,0,0
"whife",0,0,3,0,0,0,0,0,0
"whih",0,1,0,0,0,0,0,0,0
"whihc",0,0,0,0,0,1,0,0,0
"whike",0,1,0,0,0,0,0,0,0
"whil",0,1,0,0,0,0,0,0,0
"whileinasettlementnegotiationwithplaintiffscounsel",0,0,0,0,0,1,0,0,0
"whileinforeclosure",0,0,0,0,0,1,0,0,0
"whilestillintheprocessofreapplyingforaloanmodification",0,0,0,0,0,1,0,0,0
"whilexxxx",0,0,0,1,0,0,0,0,0
"whiloe",0,0,0,0,0,1,0,0,0
"whilst",10,8,4,3,2,1,3,0,4
"whim",1,6,3,3,1,4,0,0,2
"whimsical",1,2,0,0,0,0,0,0,0
"whining",0,0,0,1,0,0,0,0,0
"whiny",0,0,0,0,1,0,0,0,0
"whip",0,0,3,2,0,0,0,0,0
"whipping",0,0,3,0,0,0,0,0,0
"whipsaw",0,0,0,0,1,0,0,0,0
"whirl",0,1,0,0,0,1,0,0,0
"whirlwind",2,1,0,0,0,3,0,0,0
"whis",0,0,0,0,0,1,0,0,0
"whisch",0,0,0,1,0,0,0,0,0
"whisk",0,0,2,0,0,0,0,0,0
"whisper",1,0,5,0,0,0,0,0,0
"whistle",0,3,0,0,4,1,0,0,0
"whistleblower",0,0,0,0,0,1,0,0,0
"whit",3,2,4,7,0,4,0,0,1
"white",28,52,54,44,7,26,5,2,29
"whiteboard",0,1,0,0,0,0,0,0,0
"whitecoast",0,0,0,0,0,0,0,0,3
"whitehouse",0,0,1,0,0,0,0,0,0
"whitelist",1,0,0,0,0,0,0,0,0
"whitelisted",0,1,0,0,0,0,0,0,0
"whith",1,0,0,0,0,0,1,0,0
"whithersoever",0,0,0,0,1,0,0,0,0
"whithout",1,0,0,0,0,0,0,0,0
"whithrow",1,0,0,0,0,0,0,0,0
"whitin",0,1,0,0,0,1,0,0,0
"whitish",1,0,0,0,0,0,0,0,0
"whitney",20,1,7,6,0,2,0,0,0
"whitout",0,0,1,0,0,0,0,0,0
"whittle",1,1,0,0,0,2,0,0,0
"whn",0,1,0,0,0,1,0,0,0
"whoa",1,1,3,0,0,1,0,0,0
"whoch",0,0,3,0,0,0,0,0,0
"whodidnotdotheirduediligencebeforefilingtheforeclosureaction",0,0,0,0,0,1,0,0,0
"whoes",0,0,1,0,0,0,0,0,0
"whoever",49,40,110,54,10,37,10,5,7
"whois",1,0,0,0,1,0,0,0,0
"whok",0,0,0,2,0,0,0,0,0
"whol",0,0,0,1,0,1,0,0,0
"whole",245,406,1080,238,100,416,60,74,104
"wholeheartedly",1,3,1,1,1,2,0,1,1
"wholely",0,0,0,0,0,1,0,0,0
"wholesale",2,7,20,13,0,43,0,0,1
"wholesaler",0,1,0,1,1,1,0,0,0
"wholesome",0,0,0,1,0,0,0,0,0
"wholetrip",0,1,0,0,0,0,0,0,0
"wholistic",0,0,0,0,0,1,0,0,0
"wholleeee",0,0,0,1,0,0,0,0,0
"wholly",10,22,17,13,1,22,2,0,2
"whome",0,0,4,0,0,0,0,0,0
"whomever",21,14,60,49,8,13,2,4,4
"whomevers",0,0,1,0,0,0,0,0,0
"whomi",0,0,0,0,1,0,0,0,0
"whomp",0,0,0,0,3,0,0,0,0
"whoms",0,0,2,0,0,0,0,0,0
"whomsoever",0,0,0,1,0,0,0,0,0
"whoo",0,1,0,0,0,0,0,0,0
"whoop",0,0,0,1,0,0,1,0,0
"whoops",1,0,0,0,0,0,0,0,0
"whop",0,0,0,2,0,0,0,0,0
"whopping",2,4,10,2,1,5,2,1,5
"whose",58,78,343,86,19,79,14,10,12
"whosoever",0,0,1,0,0,0,0,0,0
"whow",0,0,7,1,0,0,0,0,0
"whre",0,0,1,0,0,0,0,0,0
"whrn",0,1,0,0,0,0,0,0,0
"whst",1,0,0,1,0,0,0,0,0
"wht",0,1,0,4,0,0,0,0,0
"whtever",1,0,0,0,0,0,0,0,0
"whts",0,1,0,0,0,0,0,0,0
"whu",0,0,0,0,0,0,1,0,0
"whuch",1,0,0,0,0,0,0,0,0
"whwere",1,0,0,0,0,0,0,0,0
"whyacomplaintwasnotprovidedwiththefirstsummons",0,0,0,1,0,0,0,0,0
"whybut",0,1,0,0,0,0,0,0,0
"whyndham",0,1,0,0,0,0,0,0,0
"whynotleaseit",0,0,2,0,0,0,0,0,0
"whytheplaintiffhasnotprovidedproofofsuchformypersonalreview",0,0,0,1,0,0,0,0,0
"whyy",0,0,0,0,0,1,0,0,0
"wiaved",0,0,3,0,0,0,0,0,0
"wic",0,0,0,0,0,0,0,0,1
"wich",7,10,23,13,1,11,3,3,2
"wicked",0,2,0,1,0,0,0,1,0
"wickedly",0,0,0,0,0,1,0,0,0
"wide",16,37,26,23,7,27,4,1,7
"widely",8,9,8,5,4,5,0,2,0
"widen",0,0,1,0,0,0,0,0,0
"wider",0,2,0,0,0,0,0,0,0
"widespread",10,18,6,2,2,8,1,1,1
"widget",0,0,0,2,0,0,0,0,0
"widow",4,15,2,11,1,27,3,2,6
"widowed",0,0,0,0,0,4,0,1,0
"widower",1,0,0,0,0,0,0,0,0
"widraw",1,0,0,0,0,0,0,0,0
"width",0,5,1,0,0,0,0,0,0
"wield",1,0,4,1,2,2,0,0,0
"wiener",0,0,4,8,0,0,0,0,0
"wierd",2,0,0,0,0,1,0,0,0
"wif",0,0,0,1,0,0,0,0,0
"wife",437,641,1036,749,145,1104,75,95,197
"wifea",0,0,0,2,0,0,0,0,0
"wifes",6,11,23,16,6,15,0,7,1
"wifi",2,11,13,11,2,5,1,0,0
"wifibooster",0,3,0,0,0,0,0,0,0
"wig",3,1,0,0,2,0,0,0,0
"wiggle",0,0,3,0,1,1,0,0,0
"wight",0,0,0,0,0,1,0,0,0
"wih",0,0,1,1,0,0,0,0,0
"wihich",0,0,1,0,0,0,0,0,0
"wihout",0,0,2,1,0,2,0,0,0
"wiht",1,0,0,1,0,0,0,0,0
"wihtin",0,0,1,0,0,0,0,0,0
"wihtout",1,0,4,0,0,0,0,0,0
"wiil",0,0,0,0,0,1,0,0,0
"wiith",0,0,0,2,0,0,0,0,0
"wiithout",0,0,0,0,1,0,0,0,0
"wikth",0,0,0,1,0,0,0,0,0
"wil",1,4,4,3,0,1,0,0,0
"wilber",0,0,2,13,0,0,0,0,0
"wilbur",0,0,0,3,0,0,0,0,0
"wild",2,8,6,6,5,3,1,3,0
"wildenstein",0,0,0,1,0,0,0,0,0
"wilderness",0,1,0,0,0,0,0,0,0
"wildfire",1,2,6,0,0,4,0,3,0
"wildfires",0,0,0,0,0,1,0,1,0
"wildly",1,4,7,3,0,9,0,4,0
"wile",3,0,2,0,0,0,0,0,1
"wilful",0,1,3,0,0,2,0,0,0
"wilfull",0,1,0,0,0,0,0,0,0
"wilfully",0,2,9,0,0,2,0,0,0
"wiling",0,3,0,0,0,2,1,0,0
"wilkie",0,0,0,1,0,0,0,0,0
"wilkinson",0,0,0,3,0,0,0,0,0
"willard",0,0,3,4,0,0,0,0,0
"willbe",1,0,0,0,0,0,0,0,0
"willcall",1,0,0,0,0,0,0,0,0
"willful",9,17,1476,89,4,26,2,15,6
"willfull",0,0,0,3,0,0,0,0,0
"willfully",16,17,228,74,1,29,5,6,4
"willfulness",0,0,0,1,0,0,0,0,0
"william",0,2,5,15,0,0,0,2,0
"williams",0,0,0,38,0,0,0,16,0
"willing",160,365,399,500,89,323,83,58,96
"willingess",0,0,1,0,0,0,0,0,0
"willingfuly",0,0,0,0,0,1,0,0,0
"willingly",10,22,36,50,3,10,0,7,2
"willingness",11,13,528,21,2,20,1,4,4
"willk",0,0,1,0,0,0,0,0,0
"willl",0,0,5,0,0,1,0,0,0
"willling",0,0,0,0,0,0,1,0,0
"willng",0,1,0,0,0,0,0,0,0
"willnot",0,1,0,0,0,1,0,0,0
"willnt",0,0,0,1,0,0,0,0,0
"willow",0,0,0,0,0,4,0,0,0
"willowbend",0,0,0,0,0,1,0,0,0
"willy",0,0,2,0,0,2,0,2,1
"wilmington",0,0,0,17,0,5,0,0,0
"wilshire",0,0,0,5,0,0,20,0,0
"wilshirecns",0,0,1,0,0,0,0,0,0
"wilson",0,0,0,1,0,0,0,0,0
"win",28,76,125,144,25,57,7,7,9
"winch",0,1,0,0,0,1,0,0,0
"wind",9,19,23,20,5,63,3,7,3
"winded",0,1,0,0,0,0,0,0,0
"windfall",0,1,0,6,2,3,0,0,0
"windham",0,0,3,18,0,0,0,2,0
"window",89,190,92,62,35,100,29,17,25
"windows",1,5,1,0,0,1,1,0,2
"windowscomposition",0,0,0,0,0,1,0,0,0
"windowshield",0,0,1,0,0,0,0,0,0
"windshield",1,15,1,4,0,0,0,0,15
"windstorm",0,0,0,0,0,16,0,0,0
"windstrom",0,0,0,0,0,1,0,0,0
"windward",0,0,0,0,1,0,0,0,0
"windy",0,0,1,1,0,0,0,0,0
"wine",1,0,0,1,0,0,0,0,0
"winer",0,0,0,3,0,0,0,0,0
"wing",0,2,0,1,0,0,0,0,0
"winich",1,0,0,0,0,0,0,0,0
"wink",0,0,0,0,0,2,0,0,0
"winn",0,0,0,26,0,0,0,0,0
"winner",0,2,0,0,1,0,0,0,0
"winning",2,2,0,0,4,2,0,0,0
"winnlawgroup",0,0,0,1,0,0,0,0,0
"winnpointe",0,0,0,0,0,1,0,0,0
"winnt",0,0,1,0,0,0,0,0,0
"winter",4,20,16,47,1,22,2,9,5
"winterization",0,0,0,0,0,2,0,0,0
"winterize",0,0,0,0,0,1,0,0,0
"wioa",0,0,0,0,0,1,0,0,0
"wiorking",1,0,0,0,0,0,0,0,0
"wipe",32,33,38,25,9,12,5,17,7
"wiped",1,1,2,0,0,0,0,0,0
"wipeout",0,0,0,0,1,0,1,0,0
"wiper",0,0,0,0,0,0,0,0,1
"wir",1,0,0,0,1,0,0,0,0
"wire",479,71,89,54,916,536,14,1,10
"wired",2,0,3,1,6,10,0,0,0
"wirelater",1,0,0,0,0,0,0,0,0
"wireless",12,14,32,40,0,2,0,0,0
"wiretapping",0,1,0,0,0,0,0,0,0
"wirh",1,0,2,0,0,0,0,0,1
"wiring",5,2,1,11,10,11,0,0,1
"wirks",0,0,2,0,0,0,0,0,0
"wirten",0,0,3,0,0,0,0,0,0
"wirth",0,0,1,0,0,0,0,0,0
"wirtten",0,0,0,2,0,0,0,0,0
"wiry",0,0,1,0,0,0,0,0,0
"wis",0,0,0,1,0,0,0,0,0
"wisconsin",18,19,40,37,3,16,8,2,5
"wiscoxxxx",0,0,2,0,0,0,0,0,0
"wisdom",1,5,23,0,1,4,0,0,0
"wise",9,19,101,18,4,15,3,5,6
"wiseage",1,0,0,0,0,0,0,0,0
"wisely",1,6,2,2,0,1,0,0,1
"wiser",0,1,0,3,0,1,0,0,0
"wish",121,225,393,235,77,173,28,49,51
"wished",0,0,0,2,0,0,0,0,0
"wishful",0,0,2,0,0,0,0,0,0
"wishy",0,1,0,0,0,0,0,0,0
"wit",19,19,63,23,6,48,4,7,9
"witch",9,19,44,13,2,15,3,0,5
"wite",0,0,1,0,0,0,0,0,0
"wited",0,1,0,0,0,0,0,0,0
"witg",0,0,2,0,0,0,0,0,0
"witha",1,0,4,0,0,0,0,0,0
"withabove",0,0,1,0,0,0,0,0,0
"withall",0,0,2,0,0,0,0,0,0
"withbankamerica",0,1,0,0,0,0,0,0,0
"withchase",0,0,1,0,0,0,0,0,0
"withcustomer",0,1,0,0,0,0,0,0,0
"withdawl",0,0,0,0,0,1,0,0,0
"withdraw",1005,426,261,195,401,440,118,84,40
"withdrawal",867,253,118,71,163,173,87,58,23
"withdrawaled",1,0,0,0,0,0,0,0,0
"withdrawalfrom",0,0,0,0,0,0,0,1,0
"withdrawaling",1,0,0,0,0,0,0,0,0
"withdrawalls",1,0,0,0,0,0,0,0,0
"withdrawals",5,0,1,0,0,0,1,0,0
"withdrawand",1,0,0,0,0,0,0,0,0
"withdrawel",0,0,0,0,0,1,0,0,0
"withdrawels",1,0,0,0,0,0,0,0,0
"withdrawing",1,0,1,0,0,2,2,1,0
"withdrawl",29,9,6,2,2,8,0,1,0
"withdrawls",20,3,0,1,0,2,2,1,0
"withdrawn",39,29,10,11,8,31,10,9,4
"withdraws",49,10,6,3,6,6,3,2,0
"withdrew",26,17,11,4,4,7,7,5,0
"withdrewing",0,0,0,0,0,1,0,0,0
"withdreww",0,0,0,0,0,1,0,0,0
"withdrow",0,0,0,0,1,0,0,0,0
"withdrwals",1,0,0,0,0,0,0,0,0
"withdrwl",32,0,0,0,0,0,0,0,0
"withe",1,3,11,7,0,3,1,0,0
"witheld",1,0,0,0,0,1,1,1,0
"wither",1,2,7,1,0,1,0,0,0
"witherld",1,0,0,0,0,0,0,0,0
"withheid",0,0,0,0,0,0,0,1,0
"withheld",8,4,10,3,4,7,0,1,0
"withheldon",0,0,0,1,0,0,0,0,0
"withhin",0,0,0,1,0,0,0,0,0
"withhold",135,74,44,101,61,144,6,27,13
"withholdimg",0,1,0,0,0,0,0,0,0
"withholding",22,2,4,2,1,4,0,4,1
"withholds",2,1,3,2,0,0,0,0,0
"withi",0,1,0,1,0,0,0,0,0
"within",1517,1839,9482,2893,419,1555,240,192,332
"withing",7,10,10,15,2,4,2,1,0
"withinin",0,1,0,0,0,0,0,0,0
"withinpaypal",0,0,0,0,1,0,0,0,0
"withins",0,0,9,0,0,0,0,0,0
"withis",0,0,0,1,0,0,0,0,0
"withiut",0,0,0,1,0,0,0,1,0
"withlocal",1,0,0,0,0,0,0,0,0
"withm",0,0,0,0,1,0,0,0,0
"withmy",0,0,0,10,0,0,0,0,1
"withn",1,0,3,0,0,0,0,0,0
"witho",0,1,0,0,0,0,0,0,0
"withoit",0,0,3,0,1,0,0,0,0
"withold",2,0,0,0,0,0,0,0,0
"witholding",1,0,3,0,1,3,0,0,1
"withot",0,0,1,0,0,0,0,0,0
"withotu",0,0,0,0,0,1,0,0,0
"withou",0,0,0,0,0,1,0,0,0
"withought",0,0,0,0,0,1,0,0,0
"withouit",0,0,0,0,0,0,1,0,0
"withour",0,0,3,0,0,0,0,0,0
"without",1737,3014,9533,3213,686,2225,345,429,552
"withouth",0,1,0,0,0,0,0,0,0
"withquicken",0,0,1,0,0,0,0,0,0
"withrawal",0,1,0,0,0,0,0,0,0
"withrawl",0,0,0,1,0,0,0,0,0
"withrow",0,0,1,0,0,0,0,0,0
"withs",0,0,1,0,0,0,0,0,0
"withstand",0,1,5,4,0,2,0,0,1
"witht",1,0,5,1,0,1,0,0,0
"withthe",0,1,0,1,0,0,0,0,1
"withthenewestinformationihaveprovidedaboutthepracticesofthisoffice",0,0,0,1,0,0,0,0,0
"withtout",0,0,0,0,1,0,0,0,0
"withtransunion",0,0,1,0,0,0,0,0,0
"withtransynion",0,0,1,0,0,0,0,0,0
"withunethical",0,0,0,0,0,0,1,0,0
"withwells",0,0,0,0,0,1,0,0,0
"withwhat",0,0,1,0,0,0,0,0,0
"withwriting",0,0,3,0,0,0,0,0,0
"withxx",1,1,7,3,1,0,0,1,0
"withxxxx",0,0,5,0,0,2,0,0,0
"withy",1,1,2,0,0,1,0,0,0
"witih",0,0,2,0,0,0,0,0,0
"witjoit",0,1,0,0,0,0,0,0,0
"witless",0,0,1,0,0,0,0,0,0
"witness",43,27,74,66,6,54,14,1,11
"witnessed",0,0,0,1,0,0,0,0,0
"witohut",0,1,0,0,0,0,0,0,0
"witout",0,0,1,0,0,0,0,0,0
"witouth",0,3,0,0,0,0,0,0,0
"wits",0,1,0,1,0,0,0,0,0
"witt",1,0,1,4,0,0,0,0,0
"witted",0,0,1,0,0,0,0,0,0
"witten",0,0,0,1,0,0,0,0,0
"witth",0,0,0,1,0,0,0,0,0
"witthout",0,1,0,0,0,0,0,0,0
"wittnesses",0,0,0,0,0,0,1,0,0
"witts",0,1,0,0,0,0,0,0,0
"wity",0,0,1,0,0,0,0,0,0
"wive",0,2,0,0,0,0,0,0,0
"wiwth",0,1,0,0,0,0,0,0,1
"wixxxx",0,0,1,0,0,0,0,0,0
"wiyh",0,0,2,0,0,0,0,0,0
"wks",2,1,2,1,0,7,1,0,1
"wlcc",0,0,0,0,0,0,2,0,0
"wld",1,2,0,0,1,0,0,0,0
"wlel",0,0,1,0,0,0,0,0,0
"wlg",0,0,0,14,0,0,0,0,0
"wll",0,0,0,1,0,0,0,0,0
"wlll",0,0,0,0,1,0,0,1,0
"wmc",0,0,0,0,0,8,0,0,0
"wmt",0,0,4,0,0,0,0,0,0
"wnat",0,0,1,0,0,1,0,0,0
"wndow",0,0,1,0,0,0,0,0,0
"wnet",0,0,0,0,0,0,0,0,1
"wnr",0,1,0,0,0,0,0,0,0
"wnt",1,0,0,0,0,0,0,0,0
"wny",0,0,0,0,0,0,0,1,0
"wobble",0,1,0,0,0,0,0,0,0
"wobbly",0,1,0,0,0,0,0,0,1
"woe",2,2,0,1,0,3,0,0,0
"woeful",0,0,1,0,0,0,0,0,0
"woefully",1,4,0,4,0,2,0,1,2
"wofc",0,0,2,2,0,0,0,0,0
"wofe",1,0,0,0,0,0,0,0,0
"woild",0,0,1,0,0,0,0,0,0
"woith",0,0,0,0,0,0,0,1,0
"wok",0,0,0,1,0,0,0,0,0
"woke",0,0,0,0,0,1,0,0,0
"wold",0,2,5,1,0,1,0,0,1
"woldnt",0,0,0,1,0,0,0,0,0
"wolf",0,1,0,5,0,1,0,0,2
"wolfe",0,0,0,9,0,0,0,0,0
"wolff",0,0,0,17,0,1,0,0,0
"wolfxxxx",0,0,0,1,0,0,0,0,0
"wolpoff",0,0,0,0,0,1,0,0,0
"wolrd",0,1,0,0,0,0,0,0,0
"woman",231,214,238,456,72,180,63,47,51
"womans",0,0,1,0,1,0,0,0,0
"wonder",67,96,256,67,31,113,15,25,13
"wonderful",10,26,19,11,1,16,3,1,2
"wonderfully",1,0,0,2,0,0,0,0,0
"wondering",0,1,1,0,1,1,1,0,0
"wonderul",0,0,0,0,0,0,0,1,0
"wong",1,0,0,0,0,0,0,0,1
"wonky",0,0,0,0,0,1,0,0,0
"wonted",0,0,0,0,0,1,0,0,0
"wontedly",0,1,0,0,0,0,0,0,0
"wood",1,3,9,6,2,25,1,1,2
"wooded",0,0,0,1,0,0,0,0,0
"wooden",0,1,0,0,0,0,0,0,0
"woodman",0,0,1,0,0,0,0,0,0
"woodoo",0,0,2,0,0,0,0,0,0
"woodshed",0,0,0,0,0,1,0,0,0
"woodward",0,0,5,15,0,0,0,0,0
"woodwind",0,0,0,1,0,0,0,0,0
"woodwork",0,0,2,2,0,0,0,0,1
"wool",1,0,1,0,0,0,0,0,0
"woolsey",0,1,4,0,0,0,0,0,0
"woooooowwwww",0,0,0,0,0,1,0,0,0
"woops",0,1,0,0,0,1,0,0,0
"wor",0,0,0,0,0,1,0,0,0
"word",180,326,509,274,66,292,39,58,75
"wordage",0,1,0,0,1,0,0,0,0
"worded",0,1,3,0,0,0,0,0,0
"wording",10,28,32,17,5,20,7,6,0
"wordings",0,1,0,0,0,0,0,0,0
"wordy",1,2,0,0,0,0,0,0,0
"wore",1,1,0,0,0,1,0,0,0
"worht",0,0,0,0,0,2,0,0,0
"woried",0,1,0,0,0,0,0,0,0
"work",1677,2945,4623,3624,754,4140,764,980,1147
"workable",0,1,1,2,2,3,1,2,1
"workaround",1,1,2,3,0,0,0,1,0
"workarounds",1,0,0,0,0,1,0,0,0
"workbasket",0,0,0,0,0,0,0,0,2
"workbook",0,0,0,0,0,2,0,0,0
"workcausing",0,0,0,1,0,0,0,0,0
"workcompensation",0,0,1,0,0,0,0,0,0
"workday",0,1,3,4,1,1,3,0,1
"workeable",0,1,0,0,0,0,0,0,0
"worked",0,2,4,5,0,2,0,2,0
"worker",77,62,98,148,27,89,26,25,14
"workflow",0,3,0,0,5,0,0,0,0
"workforce",2,11,13,4,0,2,2,3,2
"workign",0,0,0,0,0,1,0,0,0
"workikng",0,0,0,0,0,1,0,0,0
"workin",0,0,0,0,3,1,0,0,0
"working",20,39,34,37,8,32,9,10,9
"workingbut",0,0,0,1,0,0,0,0,0
"workload",1,0,1,0,0,3,0,0,0
"workman",2,2,5,24,0,2,2,0,0
"workmancomp",0,0,0,1,0,0,0,0,0
"workmans",0,0,0,4,0,0,0,0,0
"workmanship",0,3,0,2,0,2,0,0,0
"workmens",0,0,0,1,0,0,0,0,0
"workout",2,11,5,9,1,60,3,0,2
"workplace",4,4,6,34,3,4,1,2,1
"worksheet",1,8,5,0,0,29,2,0,0
"workshop",0,7,1,0,0,6,1,1,2
"workshopxx",0,1,0,0,0,0,0,0,0
"worksmans",0,0,1,0,0,0,0,0,0
"workstation",1,0,1,1,4,0,0,0,0
"workweek",0,1,0,0,0,0,0,0,0
"workwith",0,0,1,0,0,0,0,0,0
"worl",0,0,0,1,0,0,0,0,0
"world",83,197,273,126,71,101,42,21,38
"worldly",0,0,0,0,0,1,0,0,0
"worldremit",0,0,0,0,15,0,0,0,0
"worldremits",0,0,0,0,2,0,0,0,0
"worldwide",6,36,14,15,6,7,5,4,9
"worm",0,2,0,1,0,0,0,0,0
"wormhole",0,0,3,0,0,0,0,0,0
"worn",1,1,4,1,2,2,0,0,2
"worng",0,0,4,0,0,1,0,0,0
"woronge",0,0,0,0,0,1,0,0,0
"worried",25,37,36,27,9,51,3,6,6
"worrisome",3,3,1,2,1,0,1,1,0
"worru",0,0,0,0,0,0,0,0,1
"worry",105,208,271,123,52,274,38,31,69
"worrying",2,3,0,1,0,0,0,0,0
"worryingly",0,0,0,0,0,1,0,0,0
"worse",16,19,76,14,1,24,6,7,7
"worsen",4,7,28,12,0,10,0,0,3
"worsened",0,0,0,1,0,0,0,0,0
"worsening",0,0,0,0,0,1,1,0,0
"worship",0,0,0,1,0,0,0,0,0
"worst",6,11,9,7,0,8,1,6,2
"worsttttttt",0,0,1,0,0,0,0,0,0
"worth",102,237,180,97,50,241,38,36,124
"worthand",1,0,0,0,0,0,0,0,0
"worthineess",0,0,0,0,0,1,0,0,0
"worthiness",11,54,330,64,0,16,7,10,12
"worthless",9,22,32,12,10,11,2,11,5
"worthlessness",0,0,1,0,0,0,0,0,0
"worths",0,1,0,0,0,0,0,0,0
"worthwhile",0,2,1,0,1,1,0,0,0
"worthy",9,24,28,7,1,10,2,1,3
"worthyness",0,0,1,0,0,0,0,0,0
"wote",0,0,0,0,0,0,0,0,1
"woth",1,0,1,2,1,2,1,0,0
"wothin",0,0,0,0,1,0,0,0,0
"wou",1,0,0,0,0,0,0,0,0
"woud",1,1,1,1,0,1,0,0,0
"woudl",0,1,0,0,0,0,1,0,0
"woudlnt",0,1,0,0,0,0,0,0,0
"woukd",1,1,0,2,0,0,0,2,1
"wouking",0,0,0,1,0,0,0,0,0
"woul",1,1,1,1,0,2,0,0,1
"would",8530,14566,23468,11263,3004,16116,2405,2893,3672
"wouldany",0,1,0,0,0,0,0,0,0
"woulde",0,0,1,0,0,0,0,0,0
"woulded",0,0,0,2,0,0,0,0,0
"wouldreally",0,1,0,0,0,0,0,0,0
"woulds",0,0,3,0,1,0,0,1,0
"woulf",0,0,0,1,0,0,0,0,0
"woulid",0,0,0,1,0,0,0,0,0
"woulkd",0,0,0,0,1,0,0,0,0
"wouls",0,1,0,1,0,1,0,0,0
"woumd",0,0,0,1,0,0,0,0,0
"wound",2,9,1,10,0,3,1,0,1
"wounded",1,0,0,0,0,0,0,0,0
"wouuld",0,0,0,0,2,0,0,0,0
"woven",0,1,0,0,0,0,0,0,0
"wow",11,18,18,13,3,20,2,1,3
"wpmservicing",0,0,0,1,0,0,0,0,0
"wppl",0,1,0,0,0,0,0,0,0
"wqas",0,0,0,0,0,1,0,0,0
"wqe",0,0,0,0,0,1,0,0,0
"wqr",0,0,0,0,0,1,0,0,0
